#Frame      Mode1    Mode2    Mode3
    4622   70.032   21.619   34.007
    4623   75.342   18.249   26.107
    4624   61.954   29.285   25.404
    4625   68.709   25.525   23.482
    4626   62.879   22.613   35.150
    4627   56.884   24.907   36.159
    4628   63.022   17.947   24.100
    4629   47.399   28.063   32.903
    4630   57.186   25.813   34.333
    4631   50.386   33.260   28.818
    4632   71.746   14.293   29.844
    4633   61.388    4.724   14.744
    4634   47.741   11.817   38.807
    4635   55.533   17.350   28.645
    4636   49.835   17.758   17.176
    4637   51.782   26.651   15.930
    4638   43.697   22.354   10.803
    4639   45.743   28.374   10.636
    4640   74.968   18.476   14.128
    4641   50.944   12.848    9.646
    4642   68.241   16.920   13.999
    4643   68.926   22.626    7.825
    4644   69.019   11.823    7.557
    4645   47.728   36.568    8.034
    4646   51.933   29.462   -2.865
    4647   75.277    9.362   17.059
    4648   75.900   11.528   16.019
    4649   87.307    2.000   23.680
    4650   76.407    0.453   21.468
    4651   86.437   -9.100   23.930
    4652   84.006  -17.255   13.462
    4653   73.593   10.104   21.714
    4654   88.006   -6.624   18.008
    4655   76.757    3.772   18.226
    4656   80.860    0.447   16.163
    4657   99.072   -7.426   10.476
    4658   93.069    0.208   12.921
    4659   86.460   -1.343   11.516
    4660  101.197    9.751   10.603
    4661  100.007   -1.083   -0.125
    4662   80.397   19.671    8.030
    4663   84.310    1.687    4.824
    4664   81.699    2.791   22.423
    4665   86.126  -15.223   22.537
    4666  107.988   -5.867   20.752
    4667  119.985  -22.823   17.546
    4668  101.343   -5.993   28.495
    4669  114.236  -13.921   28.479
    4670   91.806   -7.860   27.074
    4671   85.359    6.815   47.263
    4672  100.551  -18.383   21.935
    4673   91.412  -11.733   27.754
    4674  108.554   -1.227   41.488
    4675  124.393  -12.597   26.251
    4676  113.821    1.721   38.924
    4677  136.521  -17.041   32.469
    4678  162.869  -24.263   30.495
    4679  129.514  -20.701   23.965
    4680  150.984  -16.335   37.365
    4681  137.233  -15.914   19.177
    4682  131.815   -5.349   29.258
    4683  137.468  -14.973   25.731
    4684  136.828   -0.123   19.384
    4685  134.601   -2.160   37.546
    4686  100.795   -4.210   22.761
    4687  121.527  -13.745   29.418
    4688  125.593  -11.380   18.956
    4689  129.094  -22.088   12.977
    4690  105.849   -2.605   30.266
    4691  119.478   -7.389   24.283
    4692  102.470   -5.967   22.942
    4693  105.479   -1.612   23.616
    4694   99.331   -0.636   33.399
    4695   92.187    2.707   37.140
    4696   91.574    5.932   24.783
    4697  138.276  -15.683   28.142
    4698  138.653  -25.579   22.891
    4699  140.106  -29.259   15.917
    4700  116.253  -37.959    7.200
    4701  123.328  -30.754   16.497
    4702  137.241  -49.104   -0.332
    4703  133.470  -46.695    1.918
    4704  124.052  -55.678   20.295
    4705  136.696  -49.916   20.819
    4706  140.591  -59.398   35.285
    4707  139.842  -53.666   12.803
    4708  123.684  -61.064   31.166
    4709  135.820  -58.076   44.429
    4710  117.852  -49.116   44.132
    4711  116.323  -50.052   31.199
    4712  118.148  -39.938   29.712
    4713  122.002  -30.923   32.033
    4714  150.610  -40.288   38.259
    4715  159.209  -33.298   42.886
    4716  144.147  -46.990   20.931
    4717  134.333  -40.056   28.022
    4718  125.959  -35.427   23.757
    4719  113.688  -23.915   27.666
    4720   96.718  -17.969   28.482
    4721  106.578  -30.711   31.059
    4722  117.031  -39.280   41.574
    4723  157.043  -69.779   35.574
    4724  160.775  -74.027   30.489
    4725  122.757  -64.014   26.454
    4726  117.485  -58.546   18.034
    4727  120.538  -55.068    4.496
    4728  125.955  -45.108    0.785
    4729  119.799  -60.427   -7.599
    4730  115.572  -42.690   18.913
    4731  139.808  -62.001   27.351
    4732  160.001  -94.807   11.458
    4733  161.647 -105.664  -14.366
    4734  169.808 -105.792   -3.850
    4735  152.419  -96.935  -22.717
    4736  149.527  -79.762   -4.428
    4737  145.714  -99.643  -26.044
    4738  166.167  -94.822  -33.104
    4739  159.376  -88.999  -16.747
    4740  147.588  -91.631  -27.620
    4741  137.232  -82.066  -16.823
    4742  142.485  -95.650  -31.044
    4743  137.430  -93.051  -32.136
    4744  158.773  -99.464  -17.057
    4745  171.724 -106.612   -8.118
    4746  142.628  -85.139  -22.213
    4747  135.207  -87.341  -30.743
    4748  151.248 -103.074  -37.573
    4749  161.462 -104.426  -46.478
    4750  154.558  -97.263  -40.374
    4751  170.028 -108.107  -45.542
    4752  178.436 -118.579  -40.841
    4753  145.971  -94.696  -25.625
    4754  119.452  -81.139  -23.061
    4755  112.015  -67.940  -32.649
    4756  134.952  -80.131  -29.496
    4757  143.546  -83.641  -20.452
    4758  139.012  -94.042  -28.561
    4759  160.608 -114.583  -31.028
    4760  179.553 -120.256  -30.815
    4761  137.448 -104.747  -38.611
    4762  160.978 -111.922  -31.327
    4763  163.966 -116.806  -23.245
    4764  177.644 -126.109  -36.611
    4765  189.502 -120.997  -26.251
    4766  177.946 -125.980  -32.978
    4767  179.045 -126.241  -26.774
    4768  164.023 -114.132  -29.155
    4769  177.683 -116.179  -32.237
    4770  174.757 -114.161  -38.909
    4771  181.468 -117.389  -30.195
    4772  192.835 -138.425  -22.900
    4773  176.095 -123.750  -28.147
    4774  174.232 -134.160  -44.521
    4775  157.852 -115.671  -48.883
    4776  152.469 -101.834  -31.587
    4777  150.487 -113.655  -42.468
    4778  165.825 -114.759  -44.391
    4779  168.633 -106.433  -34.406
    4780  154.025 -104.081  -35.420
    4781  139.890 -101.142  -37.103
    4782  160.797 -108.034  -36.791
    4783  169.106 -105.444  -33.114
    4784  152.973 -107.632  -40.699
    4785  163.286 -111.167  -37.744
    4786  171.013 -106.967  -13.032
    4787  156.934  -92.497  -25.296
    4788  167.864 -102.698  -22.898
    4789  191.275 -114.632  -34.382
    4790  191.209 -122.781  -35.382
    4791  206.798 -128.825  -24.563
    4792  205.537 -131.454  -39.745
    4793  188.552 -126.679  -38.106
    4794  177.278 -119.903  -62.196
    4795  180.046 -119.800  -45.901
    4796  174.874 -110.508  -43.572
    4797  179.046 -111.954  -17.846
    4798  182.901 -123.107  -33.364
    4799  162.516 -123.265  -50.566
    4800  168.986 -113.432  -39.716
    4801  164.694 -112.227  -37.845
    4802  177.689 -130.260  -39.387
    4803  193.792 -127.604  -25.859
    4804  204.125 -132.040  -27.402
    4805  219.930 -143.382  -31.065
    4806  195.572 -124.293  -27.247
    4807  187.096 -118.592  -43.127
    4808  174.775 -110.553  -22.977
    4809  195.098 -133.004  -29.992
    4810  192.349 -123.166  -31.013
    4811  189.429 -119.435  -32.165
    4812  198.787 -125.378  -31.694
    4813  173.074 -110.458  -26.249
    4814  177.615 -118.472  -42.294
    4815  187.022 -119.528  -29.925
    4816  201.986 -136.885  -45.202
    4817  186.679 -119.192  -44.403
    4818  191.433 -114.139  -33.450
    4819  189.376 -115.996  -27.826
    4820  201.167 -114.487  -23.645
    4821  172.213 -103.328  -24.236
    4822  183.670 -124.080  -41.359
    4823  206.715 -139.537  -28.608
    4824  181.337 -108.078  -28.618
    4825  171.923 -116.498  -35.117
    4826  182.604 -106.163  -23.535
    4827  190.650 -119.274  -36.250
    4828  168.447 -113.341  -29.715
    4829  159.994  -99.113  -37.278
    4830  168.193  -89.579  -19.284
    4831  175.750 -100.883  -23.806
    4832  153.154 -100.189  -36.239
    4833  141.024 -100.719  -44.749
    4834  118.558  -74.418  -59.879
    4835  131.132  -80.903  -41.737
    4836  159.292  -94.889  -21.683
    4837  175.577 -102.943  -25.474
    4838  178.835 -111.586  -17.186
    4839  180.301 -110.642  -23.478
    4840  176.759 -114.589  -30.806
    4841  196.094 -120.113  -23.043
    4842  180.368 -110.144  -22.813
    4843  173.064 -114.605  -30.840
    4844  169.653 -106.400  -30.714
    4845  177.101  -94.423  -28.251
    4846  168.790  -88.360  -23.845
    4847  158.836  -91.107  -10.123
    4848  162.951  -98.617  -16.948
    4849  189.055 -112.119  -26.291
    4850  196.718 -122.038  -34.645
    4851  170.407 -103.431  -28.052
    4852  173.887  -84.588  -28.518
    4853  154.107  -85.711  -25.961
    4854  149.579  -62.298   -8.342
    4855  144.089  -73.820  -22.337
    4856  164.078  -97.944  -23.524
    4857  163.118  -84.452  -18.384
    4858  183.742 -101.849  -20.960
    4859  177.081 -107.591  -15.022
    4860  194.995 -111.384   -9.033
    4861  161.574 -107.388  -31.284
    4862  155.725  -81.808  -14.341
    4863  180.660 -101.754  -18.372
    4864  162.221 -102.121  -23.657
    4865  172.155 -102.063  -17.962
    4866  189.698 -113.273  -15.563
    4867  184.174 -113.375  -21.426
    4868  177.035 -113.467  -28.032
    4869  156.358 -101.817  -35.096
    4870  124.332  -96.991  -43.166
    4871  135.315  -86.708  -24.990
    4872  142.138  -85.744  -26.579
    4873  147.141  -96.935  -22.245
    4874  146.274  -98.951  -19.384
    4875  156.039  -92.197  -21.282
    4876  185.322 -128.489  -24.409
    4877  191.232 -126.263  -28.508
    4878  179.804 -115.188  -28.757
    4879  172.085 -117.219  -39.677
    4880  172.586 -112.477  -34.168
    4881  162.718  -94.295  -20.056
    4882  173.964 -104.096  -32.911
    4883  147.045  -97.531  -37.497
    4884  171.712 -112.829  -36.375
    4885  193.167 -124.589  -31.797
    4886  175.331 -116.678  -39.273
    4887  174.303 -118.949  -39.519
    4888  168.228 -104.594  -37.258
    4889  172.115 -102.368  -25.443
    4890  162.893 -107.389  -42.184
    4891  171.961  -98.339  -38.092
    4892  133.071  -94.013  -47.234
    4893  148.577 -105.230  -43.599
    4894  154.957 -107.478  -25.889
    4895  144.330  -82.999  -34.389
    4896  171.166 -101.239  -23.444
    4897  164.113  -84.162  -15.924
    4898  153.758  -96.574  -17.933
    4899  166.669 -107.137  -23.245
    4900  189.249 -138.481  -24.235
    4901  167.468 -118.594  -26.462
    4902  154.703 -110.541  -37.243
    4903  149.889 -105.530  -39.003
    4904  149.170 -105.099  -41.782
    4905  173.834 -110.114  -26.000
    4906  157.029 -108.148  -46.613
    4907  147.424  -93.902  -34.182
    4908  158.241 -100.053  -34.700
    4909  156.757 -110.243  -22.323
    4910  149.716  -98.887  -25.464
    4911  161.488 -101.834  -13.476
    4912  141.539  -99.082  -29.376
    4913  145.553  -95.285  -38.832
    4914  110.794  -85.339  -24.602
    4915  149.697  -91.285  -23.942
    4916  148.611  -98.132  -22.390
    4917  129.320  -86.281  -31.819
    4918  128.994  -76.900  -15.881
    4919  145.071  -96.746  -15.388
    4920  143.651 -101.812  -22.995
    4921  135.309  -97.444  -30.524
    4922  132.270  -80.202  -20.083
    4923  168.004 -111.969  -19.900
    4924  156.576 -109.035  -23.722
    4925  171.567 -122.369  -23.119
    4926  176.999 -121.008  -14.669
    4927  178.604 -119.152  -24.433
    4928  175.683 -103.110   -1.992
    4929  157.525  -98.227   -9.852
    4930  172.770  -96.014   -5.641
    4931  192.491 -121.131   -8.703
    4932  168.035 -106.807   -4.605
    4933  160.764 -103.193   -9.583
    4934  165.003 -106.900   -3.728
    4935  179.565 -101.952   -3.633
    4936  180.429 -117.843  -20.535
    4937  192.369 -123.964   -7.439
    4938  184.803 -113.513   -9.234
    4939  203.888 -120.811  -10.689
    4940  194.303 -114.127   -4.441
    4941  164.234  -99.397   -0.798
    4942  190.270 -102.007    3.763
    4943  205.207 -120.414    2.196
    4944  218.543 -135.170   -5.147
    4945  219.083 -129.906   22.950
    4946  220.616 -125.065   19.099
    4947  212.326 -129.153    6.014
    4948  202.928 -126.526    5.123
    4949  208.698 -127.676    3.868
    4950  198.173 -109.124   12.539
    4951  182.871 -105.523   29.158
    4952  192.476 -108.803    7.405
    4953  201.570 -132.279   -1.039
    4954  201.040 -124.420    5.912
    4955  201.595 -122.248    1.537
    4956  196.924 -127.296   11.755
    4957  197.525 -114.078    4.395
    4958  203.886 -114.088   -2.234
    4959  186.282 -111.717   -7.688
    4960  175.062  -98.975  -11.206
    4961  170.095 -103.699   -9.899
    4962  185.273 -122.151  -14.941
    4963  184.401 -118.714  -10.592
    4964  198.856 -117.538   -5.452
    4965  194.966 -110.121  -11.856
    4966  191.643 -119.799  -26.972
    4967  198.483 -117.427  -16.213
    4968  191.094  -99.538    3.267
    4969  191.754 -119.734   -8.242
    4970  162.528  -89.249    2.796
    4971  137.546  -93.340  -12.212
    4972  147.667  -85.064   -8.889
    4973  133.543  -73.398  -12.881
    4974  148.183  -91.391  -29.656
    4975  163.907  -99.897  -28.775
    4976  153.925 -100.756  -40.791
    4977  149.557 -101.197  -43.097
    4978  144.905  -99.160  -37.488
    4979  160.016 -102.820  -33.748
    4980  166.720 -103.019  -39.436
    4981  173.625 -119.313  -30.783
    4982  178.097 -111.992  -30.054
    4983  173.537 -115.554  -30.194
    4984  204.089 -114.806  -19.841
    4985  198.509 -118.763  -12.608
    4986  194.649 -123.543  -12.356
    4987  180.741 -106.872  -19.432
    4988  187.587 -107.503  -29.955
    4989  203.096 -122.736  -11.152
    4990  196.430 -115.808  -13.159
    4991  203.857 -127.070   -5.507
    4992  221.148 -142.912  -19.005
    4993  190.256 -136.644  -46.256
    4994  194.615 -135.113  -49.257
    4995  205.733 -135.913  -51.246
    4996  186.498 -126.737  -28.162
    4997  191.878 -138.590  -32.927
    4998  175.376 -134.980  -28.514
    4999  203.628 -127.843  -20.627
    5000  225.130 -144.362  -18.798
